#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_dosh_khaleen;The Dosh Khaleen;Le Dosh Khaleen;;;El Dosh Khaleen;;;;;;;;;x
EVTDESCdothraki.608;[Root.PrimaryTitle.GetFOA], We the people of [From.PrimaryTitle.GetName] do not desire conflict with you and your mighty [Root.Culture.GetName] horde. We hearby offer a handsome gift, and only ask that in return you leave our lands unmolested.\n\nYours Humbly\n[From.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], nous, le peuple de [From.PrimaryTitle.GetName], ne désirons par entrer en conflit avec vous et votre puissante horde [Root.Culture.GetName]. Aussi nous vous offrons un grand présent et, en échange, nous demandons simplement que vous quittiez nos terres sans les dévaster.\n\nVotre humble serviteur\n[From.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], Nosotros, el pueblo de [From.PrimaryTitle.GetName] no deseamos ningún conflicto contra vos y vuestra poderosa horda [Root.Culture.GetName]. Así, os ofrecemos un hermoso regalo, y sólo pedimos que a cambio abandonéis nuestras tierras sin devastarlas.\n\nVuestro humilde servidor\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESCdothraki.608B;[Root.PrimaryTitle.GetFOA], We the people of [From.PrimaryTitle.GetName] do not desire conflict with you and your mighty [Root.Culture.GetName] horde. I hearby offer you my maiden relative [tribute_daughter_offer.GetTitledFirstName] along with a handsome dowry, and only ask that in return you leave our lands unmolested.\n\nYours Humbly\n[From.GetTitledFirstName];;;;[Root.PrimaryTitle.GetFOA], Nosotros, el pueblo de [From.PrimaryTitle.GetName] no deseamos ningún conflicto contra vos y vuestra poderosa horda [Root.Culture.GetName]. Así, os ofrezco a mi doncella [tribute_daughter_offer.GetTitledFirstName] junto con una cuantiosa dote, y sólo pedimos que a cambio abandonéis nuestras tierras sin devastarlas.\n\nVuestro humilde servidor\n[From.GetTitledFirstName];;;;;;;;;x
EVTOPTAdothraki.608;I accept this tribute;J'accepte le tribut;;;Acepto el tributo;;;;;;;;;x
EVTOPTBdothraki.608;No, we will ride and take it by force;Non, nous allons chevaucher et tout prendre par la force;;;No, cabalgaremos y lo tomaremos por la fuerza;;;;;;;;;x
EVTDESCdothraki.609;[Root.PrimaryTitle.GetFOA], Our envoys have returned from the camp of [From.GetTitledFirstName] with good news. [From.GetTitledFirstName] accepted your offer of tribute, and has agreed to leave [Root.PrimaryTitle.GetName] unharmed.;[Root.PrimaryTitle.GetFOA], votre émissaire est revenu du camp de [From.GetTitledFirstName] avec de bonnes nouveles. [From.GetTitledFirstName] a accepté votre offre de tribut et est d'accord pour quitter [Root.PrimaryTitle.GetName].;;;[Root.PrimaryTitle.GetFOA], Nuestros emisarios han regresado del campamento de [From.GetTitledFirstName] con buenas noticias. [From.GetTitledFirstName] ha aceptado tu oferta de tributo, y se ha comprometido a abandonar [Root.PrimaryTitle.GetName].;;;;;;;;;x
EVTOPTAdothraki.609;Thank [Root.Religion.GetRandomGodName];[Root.Religion.GetRandomGodName] ! Merci !;;;Gracias, [Root.Religion.GetRandomGodName];;;;;;;;;x
EVTDESCdothraki.1010;Grave news [Root.PrimaryTitle.GetFOA], It seems [From.GetTitledFirstName] has rejected our offer of tribute, for [From.GetHerHis] only reply was to send us back the heads of our envoys. We must prepare to do battle.;Terrible nouvelle [Root.PrimaryTitle.GetFOA], il semble que [From.GetTitledFirstName] a rejeté votre offre de tribut. Sa seule réponse a été de nous renvoyer la tête de votre émissaire. Nous devons nous préparer à la guerre.;;;Terribles noticias [Root.PrimaryTitle.GetFOA], parece que [From.GetTitledFirstName] ha rechazado nuestra oferta de tributo. Han devuelto las cabezas de nuestros emisarios. Debemos prepararnos para la guerra.;;;;;;;;;x
EVTOPTAdothraki.1010;The savage will pay;Ces sauvages vont le payer !;;;Estos salvajes lo pagarán!;;;;;;;;;x
EVTDESCdothraki.1011;[Root.PrimaryTitle.GetFOA], We the people of [From.PrimaryTitle.GetName] do not desire conflict with you and your mighty [Root.Culture.GetName] horde. We greatly desire slaves, and think it would be beneficial for all concerned if we could agree to exchange your slaves for our gifts.\n\nYours Humbly\n[From.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], nous le peuple de [From.PrimaryTitle.GetName] ne souhaitons pas entrer en conflit avec vous et votre puissante horde [Root.Culture.GetName]. Nous cherchons des esclaves, aussi pourrions-nous trouver un terrain d'entente si vous acceptiez d'échanger vos esclaves contre nos présents.\n\nHumblement\n[From.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], Nosotros, el pueblo de [From.PrimaryTitle.GetName] no deseamos ningún conflicto contra vos y vuestra poderosa horda [Root.Culture.GetName]. Deseamos enormemente esclavos, y creemos que sería beneficioso para ambos si nos ponemos de acuerdo para intercambiar vuestros esclavos por nuestros presentes.\n\nHumildemente sincero\n[From.GetTitledFirstName];;;;;;;;;x
ca_asoiaf_move_camp;Migrate the Khalasar Here;Déplacer le Khalasar ici;;;Desplazar el Khalasar aquí;;;;;;;;;x
ca_asoiaf_khalasar_0;Tiny Nomadic Horde;Très petite horde nomade;;;Minúscula Horda Nómada;;;;;;;;;x
ca_asoiaf_khalasar_1;Small Nomadic Horde;Petite horde nomade;;;Pequeña Horda Nómada;;;;;;;;;x
ca_asoiaf_khalasar_2;Medium Nomadic Horde;Horde nomade de taille moyenne;;;Mediana Horda Nómada;;;;;;;;;x
ca_asoiaf_khalasar_3;Large Nomadic Horde;Grande horde nomade;;;Gran Horda Nómada;;;;;;;;;x
ca_asoiaf_khalasar_4;Vast Nomadic Horde;Immense horde nomade;;;Enorme Horda Nómada;;;;;;;;;x
ca_asoiaf_riders_camp_0;Tiny Riders' Camp;Minuscule camp de cavaliers;;;Minúsculo Campamento de Jinetes;;;;;;;;;x
ca_asoiaf_riders_camp_1;Small Riders' Camp;Petit camp de cavaliers;;;Pequeño Campamento de Jinetes;;;;;;;;;x
ca_asoiaf_riders_camp_2;Medium Riders' Camp;Camp de cavaliers de taille moyenne;;;Mediano Campamento de Jinetes;;;;;;;;;x
ca_asoiaf_riders_camp_3;Large Riders' Camp;Grand camp de cavaliers;;;Gran Campamento de Jinetes;;;;;;;;;x
ca_asoiaf_riders_camp_4;Vast Riders' Camp;Immense camp de cavaliers;;;Enorme Campamento de Jinetes;;;;;;;;;x
ca_asoiaf_archers_camp_0;Tiny Archers' Camp;Minuscule camp d'archers;;;Minúsculo Campamento de Arqueros;;;;;;;;;x
ca_asoiaf_archers_camp_1;Small Archers' Camp;Petit camp d'archers;;;Pequeño Campamento de Arqueros;;;;;;;;;x
ca_asoiaf_archers_camp_2;Medium Archers' Camp;Camp de d'archers de taille moyenne;;;Mediano Campamento de Arqueros;;;;;;;;;x
ca_asoiaf_archers_camp_3;Large Archers' Camp;Grand camp d'archers;;;Gran Campamento de Arqueros;;;;;;;;;x
ca_asoiaf_archers_camp_4;Vast Archers' Camp;Immense camp d'archers;;;Enorme Campamento de Arqueros;;;;;;;;;x
ca_asoiaf_camp_stakes_0;Camp Stakes;Pieux pour camp;;;Campo de Estacas;;;;;;;;;x
ca_asoiaf_camp_stakes_1;Camp Ditches;Fossés pour camp;;;Campo de Zanjas;;;;;;;;;x
ca_asoiaf_camp_stakes_2;Modest Camp Defenses;Modestes défenses pour camp;;;Defensas de Campamento Básicas;;;;;;;;;x
ca_asoiaf_camp_stakes_3;Defensive Ramparts;Remparts défensifs;;;Murallas Defensivas;;;;;;;;;x
ca_asoiaf_camp_stakes_4;Extensive Camp Defenses;Défenses pour camp renforcées;;;Defensas de Campamento Reforzadas;;;;;;;;;x
dothraki_demesne_modifier;Nomad;Nomade;;;Nómada;;;;;;;;;x
dothraki_demesne_modifier_desc;Nomadic leaders can rule more land than conventional sedentary lords.\n\n(This modifier is intended to increase their demesne limit);Les chefs nomades peuvent détenir plus de terres que les lords sédentaires.\n\n(Ce modificateur vise à accroître leur limite de domaine);;;Los líderes nómadas pueden gobernar más tierra que los señores sedentarios convencionales.\n\n(Este modificador está destinado a aumentar su límite de heredad);;;;;;;;;x
dothraki_raid_truce;Raid Truce;Trêve de raid;;;Incursión en tregua;;;;;;;;;x
dothraki_child_khal;Child Khal;Enfant khal;;;Niño Khal;;;;;;;;;x
dothraki_child_khal_desc;The Dothraki do not suffer a child Khal;Les dothrakis n'acceptent pas un enfant comme khal;;;Los Dothraki no aceptan a un niño como Khal;;;;;;;;;x
dothraki_female_khal;Female Khal;Femme khal;;;Mujer Khal;;;;;;;;;x
dothraki_weak_khal;Weak Khal;Faible khal;;;Khal débil;;;;;;;;;x
dothraki_weak_khal_desc;A Khal who cannot ride is no Khal'\nThe Dothraki only respect a strong leader, who must be a ruthless and cunning warrior who can deal with any who challenge his authority. Your Khalasar do not respect you, and so question your leadership.\nA strong Khal must:\n§Y*§!Have at least §Y0 prestige§!\n§Y*§!Either have §Y10 martial§! or be a §Yskilled§! or §Yformidable§! warrior\n§Y*§!NOT be a §Yprisoner§!\n§Y*§!NOT be either\n   -Incapable\n   -Infirm\n   -Crippled\n   -Weak\n   -An Imbecile\n   - Inbred\n   -A Dwarf\n   -Clubfooted\n   -A Eunuch\n   -Blind;Un khal qui ne peut pas chevaucher n'est pas un khal\nLes dothrakis ne respectent que des chefs forts, qui doivent être d'impitoyables guerriers qui peuvent se défendre contre n'importe quel homme contestant leur autorité. Votre khalasar ne vous respecte pas et remet donc en question votre capacité à le diriger.\nUn khal fort doit:\n§Y*§!Avoir au moins §Y0 prestige§!\n§Y*§!Soit avoir au moins §Y9 martial§! ou être un guerrier §Ytalentueux§! ou §Yformidable§!\n§Y*§!Ne doit pas être un §Yprisonnier§!\n§Y*§!Ne doit pas être\n   -Incapable\n   -Infirme\n   -Paralysé\n   -Faible\n   -Un imbécile\n   - Consanguin\n   -Un nain\n   -Un Pied-bot\n   -Un eunuque\n   -aveugle;;;Un Khal que no puede cabalgar no es un Khal'\nLos Dothraki sólo respetan a un líder fuerte, que debe ser un guerrero despiadado y astuto y que pueda hacer frente a cualquiera que desafie su autoridad. Tu khalasar no te respeta, y cuestiona tu liderazgo.;;;;;;;;;x
EVTDESCDOTHRAKI700;Today is a very exciting day for you, because today is the day you become a [Root.GetManWoman]. You have overheard your [Root.Liege.GetMotherFather] talking to [Root.Liege.GetHerHis] bloodriders, and you know that [Root.Liege.GetSheHe] believes the time has finally come for you to ride your first horse, and take your first place at [Root.Liege.GetHerHis] side.;Aujourd'hui est un grand jour pour vous, car aujourd'hui est le jour où vous devenez un(e) [Root.GetManWoman]. Vous avez entendu votre [Root.Liege.GetMotherFather] parler à ses sang-coureurs et vous savez qu'[Root.Liege.GetSheHe] pense que le temps est enfin venu pour vous de monter votre premier cheval et de prendre place à ses côtés.;;;Hoy es un día muy emocionante, porque hoy es el día en que te conviertes en un [Root.GetManWoman]. Has oído a tu [Root.Liege.GetMotherFather] hablando con los jinetes de sangre, y sabes que cree que por fin te ha llegado el momento para que montes tu primer caballo, y cabalgar a su lado.;;;;;;;;;x
EVTOPTADOTHRAKI700;I wonder what kind of horse it'll be?;Je me demande quel type de cheval cela va-t-être...;;;Me pregunto qué tipo de caballo será...;;;;;;;;;x
EVTTOOLTIPDOTHRAKI701;selects your first horse.;sélectionne votre premier cheval;;;Elige tu primer caballo.;;;;;;;;;x
EVTDESCDOTHRAKI701;The time has come for your [From.GetRootRelation] [From.GetFirstName] to become a [From.GetManWoman] - [From.GetSheHe] is old enough to ride [From.GetHerHis] first horse, and take [From.GetHerHis] rightful place at your side in the khalasar. As [Root.GetTitle], you are expected to provide an appropriate horse from among your own collectio.;Le temps est venu pour votre [From.GetRootRelation] [From.GetFirstName] de devenir un(e) [From.GetManWoman] - [From.GetSheHe] est assez âgé pour chevaucher son premier cheval et prendre sa légitime place à vos côtés dans le khalasar. En tant que [Root.GetTitle], on attend de vous que vous offriez un cheval approprié pris dans votre propre collection.;;;Ha llegado la hora para que tu [From.GetRootRelation] [From.GetFirstName] se convierta en un [From.GetManWoman]. Ya es lo suficientemente mayor como para cabalgar su primer caballo, y ocupar el lugar que le corresponde a tu lado en el Khalasar. Como [Root.GetTitle], se espera que le ofrezcas un caballo apropiado de tu propia colección.;;;;;;;;;x
EVTOPTADOTHRAKI701;Only the wildest stallion will do!;Seul le plus sauvage des étalons fera l'affaire !;;;Le daré el semental más salvaje que tenga!;;;;;;;;;x
EVTOPTBDOTHRAKI701;A gentle mare, perfect for a young [From.GetLadLass].;Une douce jument, parfait pour un(e) jeune[From.GetLadLass].;;;Una yegua mansa, perfecta para su edad.;;;;;;;;;x
EVTOPTCDOTHRAKI701;A fleabitten nag.;Un canasson souffreteux. ;;;Un penco enfermizo.;;;;;;;;;x
EVTDESCDOTHRAKI704;You bring [FromFrom.GetFirstName] out into the fields alone, along with the strongest and wildest stallion in your possession. At first, [FromFrom.GetSheHe] seems terrified, and once in the saddle, the stallion instantly begins to bucks and twist, but [FromFrom.GetFirstName] clings stubbornly to the reins. Finally, the horse seems to recognize its master.;Vous menez [FromFrom.GetFirstName] dans la plaine puis vous lui présenté votre plus sauvage et plus puissant étalon en votre possession. Au début, [FromFrom.GetSheHe] semble terrifié et, une fois [FromFrom.GetFirstName] monté sur la selle, l'étalon se met instantanément à ruer. Mais [FromFrom.GetFirstName] s'accroche obstinément aux rênes. Finalement, le cheval finit par reconnaître son maître.;;;Llevas a [FromFrom.GetFirstName] a las llanuras y le presentas al semental más fuerte y salvaje de tu posesión. Al principio, parece aterrorizado, y una vez en la silla, el caballo comienza instantáneamente a dar sacudidas y a retorcerse, pero [FromFrom.GetFirstName] se aferra obstinadamente a las riendas. Finalmente, el caballo parece reconocer a su amo.;;;;;;;;;x
EVTOPTADOTHRAKI704;Today is the proudest day of my life.;Aujourd'hui est définitivement le jour où j'ai été le plus fier.;;;Hoy es el día más orgulloso de mi vida.;;;;;;;;;x
EVTTOOLTIPDOTHRAKI705;is thrilled.;est ravi.;;;está encantado.;;;;;;;;;x
EVTDESCDOTHRAKI705;Your [From.GetRootRelation] brings you out into the fields alone, along with your first horse. The mere sight of it terrifies you - it is a gigantic stallion, so wild that even your [From.GetRootRelation] seems to have difficulty restraining it. Still, you manage to climb into the saddle. The beast begins to buck, but you manage to cling to the reins and force it down. At last, the horse seems to accept its place beneath you.;Votre [From.GetRootRelation] vous amène un peu plus loin dans la plaine où on vous présente votre premier cheval. Sa vue vous terrifie, il s'agit d'un gigantesque étalon, si sauvage que votre [From.GetRootRelation] semble avoir des difficultés à le retenir. Néanmoins vous parvenez à monter sur la selle. La bête commence à ruer dans tous les sens, mais vous réussissez à vous accrochez aux rênes. Au bout d'un moment, le cheval semble accepter votre présence sur son dos.;;;Tu [From.GetRootRelation] te lleva a las llanuras y te presenta tu primer caballo. La mera visión de él te aterroriza .Es un semental enorme, tan salvaje que incluso tu [From.GetRootRelation] parece tener dificultad para retenerlo. Aún así, te las arreglas para subir a la silla de montar. La bestia comienza a dar sacudidas, pero consigues aferrarte a las riendas y forzarlo a calmarse. Finalmente, el caballo parece aceptarte.;;;;;;;;;x
EVTOPTADOTHRAKI705;I'm going to show him off to my friends!;Je vais aller le montrer à mes amis !;;;Se lo mostraré a mis amigos!;;;;;;;;;x
EVTDESCDOTHRAKI706;You bring [FromFrom.GetFirstName] out into the fields alone, along with the strongest and wildest stallion in your possession. At first, [FromFrom.GetSheHe] seems terrified, and once in the saddle, the stallion instantly begins to bucks and twist. [FromFrom.GetSheHeCap] clings desperately to the reins, but it's not enough, and [FromFrom.GetSheHe] is flung from the saddle!;Vous menez [FromFrom.GetFirstName] dans la plaine puis vous lui présentez votre plus sauvage et plus puissant étalon en votre possession. Au début, [FromFrom.GetSheHe] semble terrifié et, une fois [FromFrom.GetFirstName] monté sur la selle, l'étalon se met instantanément à ruer. [FromFrom.GetSheHeCap] s'accroche désespérément aux rênes mais ce n'est pas suffisant, et [FromFrom.GetSheHe] est ejecté de la selle !;;;Llevas a [FromFrom.GetFirstName] a las llanuras y le presentas al semental más fuerte y salvaje de tu posesión. Al principio, parece aterrorizado, y una vez en la silla, el caballo comienza instantáneamente a dar sacudidas y a retorcerse, pero [FromFrom.GetFirstName] se aferra desesperadamente a las riendas, pero no lo suficiente, y se cae de la silla!;;;;;;;;;x
EVTOPTADOTHRAKI706;[FromFrom.GetFirstName]!;[FromFrom.GetFirstName] !;;;[FromFrom.GetFirstName]!;;;;;;;;;x
EVTTOOLTIPDOTHRAKI707;is flung from the saddle!;est ejecté de la selle !;;;se cae de la silla!;;;;;;;;;x
EVTDESCDOTHRAKI707;Your [From.GetRootRelation] brings you out into the fields alone, along with your first horse. The mere sight of it terrifies you - it is a gigantic stallion, so wild that even your [From.GetRootRelation] seems to have difficulty restraining it. Still, you manage to climb into the saddle. The beast begins to buck, and you try to cling to the reins, but it's not enough, and you are thrown from the saddle!;Votre [From.GetRootRelation] vous amène un peu plus loin dans la plaine où on vous présente votre premier cheval. Sa vue vous terrifie, il s'agit d'un gigantesque étalon, si sauvage que votre [From.GetRootRelation] semble avoir des difficultés à le retenir. Néanmoins vous parvenez à monter sur la selle. La bête commence à ruer dans tous les sens, et essayez de vous accrocher aux rênes, mais cela ne suffit pas et vous êtes éjecté de la selle !;;;Tu [From.GetRootRelation] te lleva a las llanuras y te presenta tu primer caballo. La mera visión de él te aterroriza .Es un semental enorme, tan salvaje que incluso tu [From.GetRootRelation] parece tener dificultad para retenerlo. Aún así, te las arreglas para subir a la silla de montar. La bestia comienza a dar sacudidas, e intentas aferrarte a las riendas, pero no lo suficiente, y te  caes de la silla!;;;;;;;;;x
EVTOPTADOTHRAKI707;[From.GetRootRelation], help!;[From.GetRootRelation], au secours !;;;[From.GetRootRelation], ayuda!;;;;;;;;;x
EVTDESCDOTHRAKI710;You bring [FromFrom.GetFirstName] out into the fields alone, along with a sturdy but gentle mare, and help [FromFrom.GetHerHim] into the saddle. [FromFrom.GetSheHeCap] grins as the horse trots about the field, easily following the child's commands.;Vous menez [FromFrom.GetFirstName] dans la plaine puis vous lui présentez une vigoureuse mais douce jument. Vous l'aidez à monter sur la selle. [FromFrom.GetSheHeCap] sourit tandis que la jument parcoure la plaine au trot, réagissant au moindre ordre de l'enfant.;;;Traes a [FromFrom.GetFirstName] a las llanuras a solas, junto con una yegua robusta pero mansa, y le ayudas a subir a la silla. Sonríe mientras la yegua trota sobre el campo, siguiendo fácilmente las órdenes del niño.;;;;;;;;;x
EVTOPTADOTHRAKI710;Now, you are a [FromFrom.GetManWoman].;Maintenant te voilà un(e) [FromFrom.GetManWoman].;;;Ahora eres un [FromFrom.GetManWoman].;;;;;;;;;x
EVTTOOLTIPDOTHRAKI711;is proud.;est fier.;;;se enorgullece.;;;;;;;;;x
EVTDESCDOTHRAKI711;Your [From.GetRootRelation] brings you out into the fields alone, along with a sturdy mare. [From.GetSheHeCap] helps you into the saddle and gives you the reins. You try, carefully, to nudge the horse, and to your great pleasure, she obeys you almost instantly! Soon, you are trotting about the fields under your [From.GetRootRelation]'s careful guidance..;Votre [From.GetRootRelation] vous amène un peu plus loin dans la plaine où on vous présente votre premier cheval, une vigoureuse jument. [From.GetSheHeCap] vous aide à monter sur la selle puis vous essayez, prudemment, de donner des ordres à votre monture. A votre grand plaisir vous découvrez qu'elle répond au moindre de vos exigences. Très vite vous vous mettez à parcourir la plaine au trot, écoutant les conseils de votre [From.GetRootRelation]...;;;Tu [From.GetRootRelation] te lleva a las llanuras a solas, junto con una yegua robusta y te ayuda a subir a la silla y te da las riendas. Intentas, con cuidado, controlar a la yegua, y para tu gran placer, esta te obedece casi al instante! Pronto, estás trotando sobre los campos bajo la cuidadosa atención de tu [From.GetRootRelation];;;;;;;;;x
EVTOPTADOTHRAKI711;Look at me! Look at me!;Regarde moi ! Regarde moi !;;;Mírame! Mírame!;;;;;;;;;x
EVTDESCDOTHRAKI712;You bring [FromFrom.GetFirstName] out into the fields alone, along with a sturdy but gentle mare, and help [FromFrom.GetHerHim] into the saddle. At first, [FromFrom.GetSheHe] seems excited, and the horse seems cooperative, but then something goes wrong. The horse bucks unexpectedly, and [FromFrom.GetFirstName] is flung from the saddle!;Vous menez [FromFrom.GetFirstName] dans la plaine puis vous lui présenté une vigoureuse mais douce jument. Vous l'aidez à monter sur la selle. Au début, [FromFrom.GetSheHe] semble tout excité(e) et joyeux(se) tandis que la jument coopère, mais cela finit par tourner mal. La jument se met soudainement à ruer et [FromFrom.GetFirstName] est éjecté(e) de sa selle !;;;Traes a [FromFrom.GetFirstName] a las llanuras a solas, junto con una yegua robusta pero mansa, y le ayudas a subir a la silla. Al principio, parece emocionado, y la yegua parece obedecer, pero entonces algo va mal. La yegua empieza a dar sacudidas de forma inesperada, y [FromFrom.GetFirstName] se cae de la silla!;;;;;;;;;x
EVTOPTADOTHRAKI712;[FromFrom.GetFirstName]!;[FromFrom.GetFirstName] !;;;[FromFrom.GetFirstName]!;;;;;;;;;x
EVTTOOLTIPDOTHRAKI713;is humiliated.;est humilié(e).;;;está humillado.;;;;;;;;;x
EVTDESCDOTHRAKI713;Your [From.GetRootRelation] brings you out into the fields alone, along with a sturdy mare. [From.GetSheHeCap] helps you into the saddle and gives you the reins. You try, carefully, to nudge the horse, and to your great pleasure, she obeys you almost instantly! You're just starting to feel confident when the horse bucks unexpectedly, and you find yourself flung from the saddle!;Votre [From.GetRootRelation] vous amène un peu plus loin dans la plaine où on vous présente votre premier cheval, une vigoureuse jument. [From.GetSheHeCap] vous aide à monter sur la selle puis vous essayez, prudemment, de donner des ordres à votre monture. A votre grand plaisir vous découvrez qu'elle répond au moindre de vos exigences. Vous vous sentez enfin rassuré(e) lorsque la jument se met soudainement à ruer et vous êtes éjecté(e) de la selle !;;;Tu [From.GetRootRelation] te lleva a las llanuras a solas, junto con una yegua robusta y te ayuda a subir a la silla y te da las riendas. Intentas, con cuidado, controlar a la yegua, y para tu gran placer, ella te obedece casi al instante! Estás empezando a tener confianza cuando la yegua comienza a dar sacudidas de forma inesperada, y te caes de la silla!;;;;;;;;;x
EVTOPTADOTHRAKI713;I'm... I'm so sorry, [From.GetRootRelation]!;Je… je suis désolé, [From.GetRootRelation]!;;;Yo... lo siento mucho, [From.GetRootRelation]!;;;;;;;;;x
EVTTOOLTIPDOTHRAKI714;is humiliated.;est humilié(e).;;;está humillado.;;;;;;;;;x
EVTDESCDOTHRAKI714;Your [From.GetRootRelation] brings you out into the fields alone, along with one of [From.GetHerHis] horses - and for the first time in your life, you know what it feels like to be truly disappointed. The alleged 'horse' is a fleabitten nag, the oldest in your [From.GetRootRelation]'s possession, nothing near what a proud Dothraki warrior like you deserves!;"Votre [From.GetRootRelation] vous amène un peu plus loin dans la plaine où on vous présente votre premier cheval. Pour la première fois de votre vie vous savez ce que c'est de ressentir une véritable déception. Le fameux ""cheval"" est un canasson souffreteux, le plus vieux que possède votre [From.GetRootRelation]. Très loin de ce qu'un véritable guerrier dothraki comme vous mériterait d'avoir !";;;"Tu [From.GetRootRelation] te lleva a las llanuras a solas, junto con uno de sus caballos y por primera vez en tu vida, sabes lo que se siente al estar realmente decepcionado. El supuesto ""caballo"" es un rocín fámelico, el más viejo en poder de tu [From.GetRootRelation], muy lejos de lo que un orgulloso guerrero Dothraki como yo se merece!";;;;;;;;;x
EVTOPTADOTHRAKI714;This is so humiliating...;Quelle humilitation…;;;Esto es tan humillante...;;;;;;;;;x
EVTDESCDOTHRAKI715;You bring your [GetfromRelation] out into the fields alone, along with one of the oldest horses in your possession. You wish you could do better, you really do, and you can feel your [From.GetRootRelation] judging you as you present the horse, but you know that you have to make do with what you have. Perhaps, some day, [From.GetSheHe] will be able to find a real steed.;Vous menez [FromFrom.GetFirstName] dans la plaine puis vous lui présentez le plus vieux cheval qui se trouve en votre possession. Vous auriez espéré lui offrir une meilleure monture, vraiment, et vous pouvez ressentir le regard accusateur de votre [From.GetRootRelation] tandis que vous lui présentez la bête. Mais vous savez que vous devez faire avec ce que vous avez. Peut-être un jour sera-t-[From.GetSheHe] capable de trouver un véritable coursier.;;;Llevas a tu [GetfromRelation] a las llanuras a solas, junto con uno de los caballos más viejos de tu posesión. Esperabas poder ofrecerle algo mucho mejor, y puedes sentir a tu [From.GetRootRelation] juzgar al caballo decepcionado, pero sabes que él tiene que conformarse con lo que tiene. Tal vez, algún día, sea capaz de encontrar un gran semental.;;;;;;;;;x
EVTOPTADOTHRAKI715;At least it's better than nothing.;Au moins c'est mieux que rien.;;;Es mejor que nada.;;;;;;;;;x
EVTDESCDOTHRAKI751;Your newborn [From.GetRootRelation], [From.GetFirstName], was born weak and deformed. Your slave healers tell you that [From.GetSheHe] may never be able to ride, even when fully grown. Perhaps it would be better to abandon [From.GetHerHim] to die, rather than force [From.GetHerHim] to face such a terrible life.;Votre [From.GetRootRelation], [From.GetFirstName], est né(e) faible et difforme. Vos esclaves guérisseurs vous informent qu'[From.GetSheHe] pourrait ne jamais être capable de chevaucher, même à l'âge adulte. Peut-être vaudrait-il mieux l'abandonner à la mort, plutôt que de lui infliger une vie si terrible.;;;Tu [From.GetRootRelation], [From.GetFirstName], nació débil y deforme. Tus curanderos esclavos te dicen que es posible que nunca vaya a ser capaz de cabalgar, incluso cuando esté bien desarrollado. Tal vez sería mejor abandonarlo para que muera, en lugar de obligarlo a hacer frente a una vida tan terrible.;;;;;;;;;x
EVTOPTADOTHRAKI751;May [From.GetSheHe] find a better life with [Root.Religion.GetRandomGodName]...;Puisse-t-[From.GetSheHe] avoir une meilleure vie au côté du(e) [Root.Religion.GetRandomGodName]...;;;Puede que encuentre una vida mejor con el [Root.Religion.GetRandomGodName]...;;;;;;;;;x
EVTOPTBDOTHRAKI751;I will not abandon this child.;Je n'abandonnerai pas cet enfant.;;;No abandonaré a este niño.;;;;;;;;;x
EVTTOOLTIPDOTHRAKI752;reacts to your decision.;réagit à votre décision.;;;reacciona a tu decisión.;;;;;;;;;x
EVTDESCDOTHRAKI752;Your [From.GetRootRelation], [From.GetTitledFirstName], has left your [FromFrom.GetRootRelation] [FromFrom.GetFirstName] to die in the wilds of [From.Location.GetName]. [From.GetSheHeCap] says that it is the Dothraki way, that it is a mercy not to force the child to live [From.GetHerHis] life unable to ride.;Votre [From.GetRootRelation], [From.GetTitledFirstName], a laissé votre [FromFrom.GetRootRelation] [FromFrom.GetFirstName] mourir dans les espaces sauvages de [From.Location.GetName]. [From.GetSheHeCap] dit qu'il s'agit de la coutume des dothrakis, ce n'est que miséricorde que ne pas forcer un enfant à vivre une vie sans pouvoir chevaucher.;;;Tu [From.GetRootRelation], [From.GetTitledFirstName], ha dejado a tu [FromFrom.GetRootRelation] [FromFrom.GetFirstName] morir en la soledad de [From.Location.GetName]. Dice que es la costumbre Dothraki, que es misericordia para no forzar al niño a vivir una vida incapaz de cabalgar.;;;;;;;;;x
EVTOPTADOTHRAKI752;Murderer!;Meurtrier(e) !;;;Asesino!;;;;;;;;;x
EVTOPTBDOTHRAKI752;I understand.;Je comprends.;;;Lo entiendo.;;;;;;;;;x
EVTTOOLTIPDOTHRAKI753;clings to [This.GetHerHis] savage Dothraki customs.;s'accroche à ses sauvages coutumes dothrakies.;;;se aferra a las costumbres salvajes Dothraki.;;;;;;;;;x
